eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
text-insert,user,1630333326507,"{'ops': [{'retain': 927}, {'insert': 'g'}]}",,,928,[],2,2,5,30,0.75,1,0,1,389
text-insert,user,1630333326639,"{'ops': [{'retain': 928}, {'insert': 'o'}]}",,,929,[],2,2,5,30,0.75,1,0,1,390
text-insert,user,1630333326815,"{'ops': [{'retain': 929}, {'insert': 'i'}]}",,,930,[],2,2,5,30,0.75,1,0,1,391
text-insert,user,1630333326974,"{'ops': [{'retain': 930}, {'insert': 'n'}]}",,,931,[],2,2,5,30,0.75,1,0,1,392
text-insert,user,1630333327075,"{'ops': [{'retain': 931}, {'insert': 'g'}]}",,,932,[],2,2,5,30,0.75,1,0,1,393
text-insert,user,1630333327175,"{'ops': [{'retain': 932}, {'insert': ' '}]}",,,933,[],2,2,5,30,0.75,1,0,1,394
text-insert,user,1630333327610,"{'ops': [{'retain': 933}, {'insert': 'o'}]}",,,934,[],2,2,5,30,0.75,1,0,1,395
text-insert,user,1630333327785,"{'ops': [{'retain': 934}, {'insert': 'n'}]}",,,935,[],2,2,5,30,0.75,1,0,1,396
text-insert,user,1630333328550,"{'ops': [{'retain': 935}, {'insert': ','}]}",,,936,[],2,2,5,30,0.75,1,0,1,397
text-insert,user,1630333328750,"{'ops': [{'retain': 936}, {'insert': ' '}]}",,,937,[],2,2,5,30,0.75,1,0,1,398
text-insert,user,1630333329591,"{'ops': [{'retain': 937}, {'insert': 'h'}]}",,,938,[],2,2,5,30,0.75,1,0,1,399
text-insert,user,1630333329727,"{'ops': [{'retain': 938}, {'insert': 'o'}]}",,,939,[],2,2,5,30,0.75,1,0,1,400
text-insert,user,1630333329819,"{'ops': [{'retain': 939}, {'insert': 'w'}]}",,,940,[],2,2,5,30,0.75,1,0,1,401
text-insert,user,1630333329939,"{'ops': [{'retain': 940}, {'insert': ' '}]}",,,941,[],2,2,5,30,0.75,1,0,1,402
text-insert,user,1630333330360,"{'ops': [{'retain': 941}, {'insert': 'a'}]}",,,942,[],2,2,5,30,0.75,1,0,1,403
text-insert,user,1630333330640,"{'ops': [{'retain': 942}, {'insert': 'r'}]}",,,943,[],2,2,5,30,0.75,1,0,1,404
text-insert,user,1630333330724,"{'ops': [{'retain': 943}, {'insert': 'e'}]}",,,944,[],2,2,5,30,0.75,1,0,1,405
text-insert,user,1630333330838,"{'ops': [{'retain': 944}, {'insert': ' '}]}",,,945,[],2,2,5,30,0.75,1,0,1,406
text-insert,user,1630333331916,"{'ops': [{'retain': 945}, {'insert': 't'}]}",,,946,[],2,2,5,30,0.75,1,0,1,407
text-insert,user,1630333332032,"{'ops': [{'retain': 946}, {'insert': 'h'}]}",,,947,[],2,2,5,30,0.75,1,0,1,408
text-insert,user,1630333332118,"{'ops': [{'retain': 947}, {'insert': 'e'}]}",,,948,[],2,2,5,30,0.75,1,0,1,409
text-insert,user,1630333332257,"{'ops': [{'retain': 948}, {'insert': 'r'}]}",,,949,[],2,2,5,30,0.75,1,0,1,410
text-insert,user,1630333332378,"{'ops': [{'retain': 949}, {'insert': 'e'}]}",,,950,[],2,2,5,30,0.75,1,0,1,411
text-delete,user,1630333332772,"{'ops': [{'retain': 949}, {'delete': 1}]}",,,949,[],2,2,5,30,0.75,1,0,1,412
text-delete,user,1630333333459,"{'ops': [{'retain': 948}, {'delete': 1}]}",,,948,[],2,2,5,30,0.75,1,0,1,413
text-insert,user,1630333333861,"{'ops': [{'retain': 948}, {'insert': 's'}]}",,,949,[],2,2,5,30,0.75,1,0,1,414
text-insert,user,1630333334019,"{'ops': [{'retain': 949}, {'insert': 'e'}]}",,,950,[],2,2,5,30,0.75,1,0,1,415
cursor-backward,user,1630333360422,,"{'index': 902, 'length': 0}",,902,[],2,2,5,30,0.75,1,0,1,416
text-insert,user,1630333361252,"{'ops': [{'retain': 902}, {'insert': 'y'}]}",,,903,[],2,2,5,30,0.75,1,0,1,417
text-insert,user,1630333361318,"{'ops': [{'retain': 903}, {'insert': 'o'}]}",,,904,[],2,2,5,30,0.75,1,0,1,418
text-insert,user,1630333361472,"{'ops': [{'retain': 904}, {'insert': 'u'}]}",,,905,[],2,2,5,30,0.75,1,0,1,419
text-insert,user,1630333361678,"{'ops': [{'retain': 905}, {'insert': ' '}]}",,,906,[],2,2,5,30,0.75,1,0,1,420
cursor-forward,user,1630333363491,,"{'index': 954, 'length': 0}",,954,[],2,2,5,30,0.75,1,0,1,421
text-delete,user,1630333364721,"{'ops': [{'retain': 953}, {'delete': 1}]}",,,953,[],2,2,5,30,0.75,1,0,1,422
text-delete,user,1630333364845,"{'ops': [{'retain': 952}, {'delete': 1}]}",,,952,[],2,2,5,30,0.75,1,0,1,423
text-delete,user,1630333364989,"{'ops': [{'retain': 951}, {'delete': 1}]}",,,951,[],2,2,5,30,0.75,1,0,1,424
text-delete,user,1630333365123,"{'ops': [{'retain': 950}, {'delete': 1}]}",,,950,[],2,2,5,30,0.75,1,0,1,425
text-delete,user,1630333365504,"{'ops': [{'retain': 949}, {'delete': 1}]}",,,949,[],2,2,5,30,0.75,1,0,1,426
text-insert,user,1630333365951,"{'ops': [{'retain': 949}, {'insert': 's'}]}",,,950,[],2,2,5,30,0.75,1,0,1,427
text-insert,user,1630333366070,"{'ops': [{'retain': 950}, {'insert': 'o'}]}",,,951,[],2,2,5,30,0.75,1,0,1,428
text-insert,user,1630333366239,"{'ops': [{'retain': 951}, {'insert': 'm'}]}",,,952,[],2,2,5,30,0.75,1,0,1,429
text-insert,user,1630333366267,"{'ops': [{'retain': 952}, {'insert': 'e'}]}",,,953,[],2,2,5,30,0.75,1,0,1,430
text-insert,user,1630333366408,"{'ops': [{'retain': 953}, {'insert': ' '}]}",,,954,[],2,2,5,30,0.75,1,0,1,431
text-insert,user,1630333366636,"{'ops': [{'retain': 954}, {'insert': 'o'}]}",,,955,[],2,2,5,30,0.75,1,0,1,432
text-insert,user,1630333366857,"{'ops': [{'retain': 955}, {'insert': 'f'}]}",,,956,[],2,2,5,30,0.75,1,0,1,433
text-insert,user,1630333366942,"{'ops': [{'retain': 956}, {'insert': ' '}]}",,,957,[],2,2,5,30,0.75,1,0,1,434
text-insert,user,1630333367075,"{'ops': [{'retain': 957}, {'insert': 't'}]}",,,958,[],2,2,5,30,0.75,1,0,1,435
text-insert,user,1630333367194,"{'ops': [{'retain': 958}, {'insert': 'h'}]}",,,959,[],2,2,5,30,0.75,1,0,1,436
text-insert,user,1630333367269,"{'ops': [{'retain': 959}, {'insert': 'e'}]}",,,960,[],2,2,5,30,0.75,1,0,1,437
text-insert,user,1630333367492,"{'ops': [{'retain': 960}, {'insert': 's'}]}",,,961,[],2,2,5,30,0.75,1,0,1,438
text-insert,user,1630333367692,"{'ops': [{'retain': 961}, {'insert': 'e'}]}",,,962,[],2,2,5,30,0.75,1,0,1,439
text-insert,user,1630333367850,"{'ops': [{'retain': 962}, {'insert': ' '}]}",,,963,[],2,2,5,30,0.75,1,0,1,440
text-insert,user,1630333368584,"{'ops': [{'retain': 963}, {'insert': 'p'}]}",,,964,[],2,2,5,30,0.75,1,0,1,441
text-insert,user,1630333368760,"{'ops': [{'retain': 964}, {'insert': 'e'}]}",,,965,[],2,2,5,30,0.75,1,0,1,442
text-insert,user,1630333368875,"{'ops': [{'retain': 965}, {'insert': 'o'}]}",,,966,[],2,2,5,30,0.75,1,0,1,443
text-insert,user,1630333368979,"{'ops': [{'retain': 966}, {'insert': 'p'}]}",,,967,[],2,2,5,30,0.75,1,0,1,444
text-insert,user,1630333369106,"{'ops': [{'retain': 967}, {'insert': 'l'}]}",,,968,[],2,2,5,30,0.75,1,0,1,445
text-insert,user,1630333369156,"{'ops': [{'retain': 968}, {'insert': 'e'}]}",,,969,[],2,2,5,30,0.75,1,0,1,446
text-insert,user,1630333369321,"{'ops': [{'retain': 969}, {'insert': ' '}]}",,,970,[],2,2,5,30,0.75,1,0,1,447
text-insert,user,1630333369581,"{'ops': [{'retain': 970}, {'insert': 's'}]}",,,971,[],2,2,5,30,0.75,1,0,1,448
text-insert,user,1630333369864,"{'ops': [{'retain': 971}, {'insert': 't'}]}",,,972,[],2,2,5,30,0.75,1,0,1,449
text-insert,user,1630333370027,"{'ops': [{'retain': 972}, {'insert': 'i'}]}",,,973,[],2,2,5,30,0.75,1,0,1,450
text-insert,user,1630333370228,"{'ops': [{'retain': 973}, {'insert': 'l'}]}",,,974,[],2,2,5,30,0.75,1,0,1,451
text-insert,user,1630333370352,"{'ops': [{'retain': 974}, {'insert': 'l'}]}",,,975,[],2,2,5,30,0.75,1,0,1,452
text-insert,user,1630333370519,"{'ops': [{'retain': 975}, {'insert': ' '}]}",,,976,[],2,2,5,30,0.75,1,0,1,453
text-insert,user,1630333370721,"{'ops': [{'retain': 976}, {'insert': 'a'}]}",,,977,[],2,2,5,30,0.75,1,0,1,454
text-insert,user,1630333370989,"{'ops': [{'retain': 977}, {'insert': 'l'}]}",,,978,[],2,2,5,30,0.75,1,0,1,455
text-insert,user,1630333371116,"{'ops': [{'retain': 978}, {'insert': 'l'}]}",,,979,[],2,2,5,30,0.75,1,0,1,456
text-delete,user,1630333372051,"{'ops': [{'retain': 978}, {'delete': 1}]}",,,978,[],2,2,5,30,0.75,1,0,1,457
text-insert,user,1630333372496,"{'ops': [{'retain': 978}, {'insert': 'i'}]}",,,979,[],2,2,5,30,0.75,1,0,1,458
text-insert,user,1630333372847,"{'ops': [{'retain': 979}, {'insert': 'v'}]}",,,980,[],2,2,5,30,0.75,1,0,1,459
text-insert,user,1630333373035,"{'ops': [{'retain': 980}, {'insert': 'e'}]}",,,981,[],2,2,5,30,0.75,1,0,1,460
text-insert,user,1630333373174,"{'ops': [{'retain': 981}, {'insert': ' '}]}",,,982,[],2,2,5,30,0.75,1,0,1,461
text-delete,user,1630333374248,"{'ops': [{'retain': 981}, {'delete': 1}]}",,,981,[],2,2,5,30,0.75,1,0,1,462
text-insert,user,1630333374997,"{'ops': [{'retain': 981}, {'insert': '?'}]}",,,982,[],2,2,5,30,0.75,1,0,1,463
text-insert,user,1630333376009,"{'ops': [{'retain': 982}, {'insert': ' '}]}",,,983,[],2,2,5,30,0.75,1,0,1,464
suggestion-get,user,1630333376407,,,,983,[],2,2,5,30,0.75,1,0,1,465
suggestion-open,api,1630333378451,,,,983,"[{'index': 0, 'original': ' You have a feeling you know, though.', 'trimmed': 'You have a feeling you know, though.', 'probability': 1.4678373584959575e-25}, {'index': 1, 'original': 'What is the ""Important Job"" you must perform.', 'trimmed': 'What is the ""Important Job"" you must perform.', 'probability': 1.6426814788131955e-22}, {'index': 2, 'original': ' You walk into the room, there is a desk with an executive chair.', 'trimmed': 'You walk into the room, there is a desk with an executive chair.', 'probability': 6.373132837244768e-20}, {'index': 3, 'original': ' You open the door, and find an office.', 'trimmed': 'You open the door, and find an office.', 'probability': 1.0017076025925678e-17}, {'index': 4, 'original': ' The door swings open and you are greeted by the warm smile of JFK.', 'trimmed': 'The door swings open and you are greeted by the warm smile of JFK.', 'probability': 1.023917721411243e-14}]",0,2,5,30,0.75,1,0,1,466
suggestion-hover,user,1630333391428,,,,983,[],0,4,5,30,0.75,1,0,1,467
suggestion-hover,user,1630333391961,,,,983,[],0,3,5,30,0.75,1,0,1,468
suggestion-hover,user,1630333392061,,,,983,[],0,2,5,30,0.75,1,0,1,469
suggestion-hover,user,1630333392211,,,,983,[],0,1,5,30,0.75,1,0,1,470
suggestion-select,user,1630333392762,,,,983,[],1,1,5,30,0.75,1,0,1,471
suggestion-close,api,1630333392763,,,,983,[],1,1,5,30,0.75,1,0,1,472
text-insert,api,1630333392767,"{'ops': [{'retain': 983}, {'insert': 'What is the ""Important Job"" you must perform.'}]}",,,1028,[],1,1,5,30,0.75,1,0,1,473
text-delete,user,1630333394215,"{'ops': [{'retain': 1027}, {'delete': 1}]}",,,1027,[],1,1,5,30,0.75,1,0,1,474
text-insert,user,1630333394968,"{'ops': [{'retain': 1027}, {'insert': '?'}]}",,,1028,[],1,1,5,30,0.75,1,0,1,475
text-insert,user,1630333417679,"{'ops': [{'retain': 1028}, {'insert': ' '}]}",,,1029,[],1,1,5,30,0.75,1,0,1,476
text-insert,user,1630333417801,"{'ops': [{'retain': 1029}, {'insert': ' '}]}",,,1030,[],1,1,5,30,0.75,1,0,1,477
text-insert,user,1630333418536,"{'ops': [{'retain': 1030}, {'insert': 'Y'}]}",,,1031,[],1,1,5,30,0.75,1,0,1,478
text-insert,user,1630333418708,"{'ops': [{'retain': 1031}, {'insert': 'o'}]}",,,1032,[],1,1,5,30,0.75,1,0,1,479
text-insert,user,1630333418861,"{'ops': [{'retain': 1032}, {'insert': 'u'}]}",,,1033,[],1,1,5,30,0.75,1,0,1,480
text-insert,user,1630333419066,"{'ops': [{'retain': 1033}, {'insert': ' '}]}",,,1034,[],1,1,5,30,0.75,1,0,1,481
text-insert,user,1630333419279,"{'ops': [{'retain': 1034}, {'insert': 'a'}]}",,,1035,[],1,1,5,30,0.75,1,0,1,482
text-insert,user,1630333419371,"{'ops': [{'retain': 1035}, {'insert': 'r'}]}",,,1036,[],1,1,5,30,0.75,1,0,1,483
text-insert,user,1630333419543,"{'ops': [{'retain': 1036}, {'insert': 'e'}]}",,,1037,[],1,1,5,30,0.75,1,0,1,484
text-insert,user,1630333419614,"{'ops': [{'retain': 1037}, {'insert': ' '}]}",,,1038,[],1,1,5,30,0.75,1,0,1,485
text-insert,user,1630333420297,"{'ops': [{'retain': 1038}, {'insert': 's'}]}",,,1039,[],1,1,5,30,0.75,1,0,1,486
text-insert,user,1630333420414,"{'ops': [{'retain': 1039}, {'insert': 'a'}]}",,,1040,[],1,1,5,30,0.75,1,0,1,487
text-insert,user,1630333420558,"{'ops': [{'retain': 1040}, {'insert': 't'}]}",,,1041,[],1,1,5,30,0.75,1,0,1,488
text-insert,user,1630333420722,"{'ops': [{'retain': 1041}, {'insert': ' '}]}",,,1042,[],1,1,5,30,0.75,1,0,1,489
text-insert,user,1630333421028,"{'ops': [{'retain': 1042}, {'insert': 'd'}]}",,,1043,[],1,1,5,30,0.75,1,0,1,490
text-insert,user,1630333421237,"{'ops': [{'retain': 1043}, {'insert': 'o'}]}",,,1044,[],1,1,5,30,0.75,1,0,1,491
text-insert,user,1630333421504,"{'ops': [{'retain': 1044}, {'insert': 'w'}]}",,,1045,[],1,1,5,30,0.75,1,0,1,492
text-insert,user,1630333421688,"{'ops': [{'retain': 1045}, {'insert': 'n'}]}",,,1046,[],1,1,5,30,0.75,1,0,1,493
text-insert,user,1630333421868,"{'ops': [{'retain': 1046}, {'insert': ' '}]}",,,1047,[],1,1,5,30,0.75,1,0,1,494
text-delete,user,1630333422989,"{'ops': [{'retain': 1046}, {'delete': 1}]}",,,1046,[],1,1,5,30,0.75,1,0,1,495
text-insert,user,1630333423276,"{'ops': [{'retain': 1046}, {'insert': ','}]}",,,1047,[],1,1,5,30,0.75,1,0,1,496
text-insert,user,1630333423415,"{'ops': [{'retain': 1047}, {'insert': ' '}]}",,,1048,[],1,1,5,30,0.75,1,0,1,497
text-insert,user,1630333425302,"{'ops': [{'retain': 1048}, {'insert': 'a'}]}",,,1049,[],1,1,5,30,0.75,1,0,1,498
text-insert,user,1630333425434,"{'ops': [{'retain': 1049}, {'insert': 'n'}]}",,,1050,[],1,1,5,30,0.75,1,0,1,499
text-insert,user,1630333425604,"{'ops': [{'retain': 1050}, {'insert': ' '}]}",,,1051,[],1,1,5,30,0.75,1,0,1,500
text-insert,user,1630333426439,"{'ops': [{'retain': 1051}, {'insert': 'a'}]}",,,1052,[],1,1,5,30,0.75,1,0,1,501
text-insert,user,1630333426706,"{'ops': [{'retain': 1052}, {'insert': 'n'}]}",,,1053,[],1,1,5,30,0.75,1,0,1,502
text-insert,user,1630333427024,"{'ops': [{'retain': 1053}, {'insert': 'o'}]}",,,1054,[],1,1,5,30,0.75,1,0,1,503
text-insert,user,1630333427587,"{'ops': [{'retain': 1054}, {'insert': 'n'}]}",,,1055,[],1,1,5,30,0.75,1,0,1,504
text-insert,user,1630333427825,"{'ops': [{'retain': 1055}, {'insert': 'y'}]}",,,1056,[],1,1,5,30,0.75,1,0,1,505
text-insert,user,1630333428205,"{'ops': [{'retain': 1056}, {'insert': 'm'}]}",,,1057,[],1,1,5,30,0.75,1,0,1,506
text-insert,user,1630333428353,"{'ops': [{'retain': 1057}, {'insert': 'o'}]}",,,1058,[],1,1,5,30,0.75,1,0,1,507
text-insert,user,1630333428485,"{'ops': [{'retain': 1058}, {'insert': 'u'}]}",,,1059,[],1,1,5,30,0.75,1,0,1,508
text-insert,user,1630333428634,"{'ops': [{'retain': 1059}, {'insert': 's'}]}",,,1060,[],1,1,5,30,0.75,1,0,1,509
text-insert,user,1630333428771,"{'ops': [{'retain': 1060}, {'insert': ' '}]}",,,1061,[],1,1,5,30,0.75,1,0,1,510
text-insert,user,1630333429353,"{'ops': [{'retain': 1061}, {'insert': 'p'}]}",,,1062,[],1,1,5,30,0.75,1,0,1,511
text-insert,user,1630333429563,"{'ops': [{'retain': 1062}, {'insert': 'e'}]}",,,1063,[],1,1,5,30,0.75,1,0,1,512
text-insert,user,1630333429765,"{'ops': [{'retain': 1063}, {'insert': 'r'}]}",,,1064,[],1,1,5,30,0.75,1,0,1,513
text-insert,user,1630333430017,"{'ops': [{'retain': 1064}, {'insert': 'o'}]}",,,1065,[],1,1,5,30,0.75,1,0,1,514
text-insert,user,1630333430211,"{'ops': [{'retain': 1065}, {'insert': 'n'}]}",,,1066,[],1,1,5,30,0.75,1,0,1,515
text-insert,user,1630333430438,"{'ops': [{'retain': 1066}, {'insert': ' '}]}",,,1067,[],1,1,5,30,0.75,1,0,1,516
text-delete,user,1630333431006,"{'ops': [{'retain': 1066}, {'delete': 1}]}",,,1066,[],1,1,5,30,0.75,1,0,1,517
text-delete,user,1630333431152,"{'ops': [{'retain': 1065}, {'delete': 1}]}",,,1065,[],1,1,5,30,0.75,1,0,1,518
text-delete,user,1630333431293,"{'ops': [{'retain': 1064}, {'delete': 1}]}",,,1064,[],1,1,5,30,0.75,1,0,1,519
text-insert,user,1630333432023,"{'ops': [{'retain': 1064}, {'insert': 's'}]}",,,1065,[],1,1,5,30,0.75,1,0,1,520
text-insert,user,1630333432183,"{'ops': [{'retain': 1065}, {'insert': 'o'}]}",,,1066,[],1,1,5,30,0.75,1,0,1,521
text-insert,user,1630333432372,"{'ops': [{'retain': 1066}, {'insert': 'n'}]}",,,1067,[],1,1,5,30,0.75,1,0,1,522
text-insert,user,1630333432525,"{'ops': [{'retain': 1067}, {'insert': ' '}]}",,,1068,[],1,1,5,30,0.75,1,0,1,523
text-insert,user,1630333432754,"{'ops': [{'retain': 1068}, {'insert': 'a'}]}",,,1069,[],1,1,5,30,0.75,1,0,1,524
text-insert,user,1630333433141,"{'ops': [{'retain': 1069}, {'insert': 'p'}]}",,,1070,[],1,1,5,30,0.75,1,0,1,525
text-insert,user,1630333433269,"{'ops': [{'retain': 1070}, {'insert': 'p'}]}",,,1071,[],1,1,5,30,0.75,1,0,1,526
text-insert,user,1630333433510,"{'ops': [{'retain': 1071}, {'insert': 'r'}]}",,,1072,[],1,1,5,30,0.75,1,0,1,527
text-insert,user,1630333433629,"{'ops': [{'retain': 1072}, {'insert': 'o'}]}",,,1073,[],1,1,5,30,0.75,1,0,1,528
text-insert,user,1630333433783,"{'ops': [{'retain': 1073}, {'insert': 'a'}]}",,,1074,[],1,1,5,30,0.75,1,0,1,529
text-insert,user,1630333434059,"{'ops': [{'retain': 1074}, {'insert': 'c'}]}",,,1075,[],1,1,5,30,0.75,1,0,1,530
text-insert,user,1630333434217,"{'ops': [{'retain': 1075}, {'insert': 'h'}]}",,,1076,[],1,1,5,30,0.75,1,0,1,531
text-insert,user,1630333434378,"{'ops': [{'retain': 1076}, {'insert': 'e'}]}",,,1077,[],1,1,5,30,0.75,1,0,1,532
text-insert,user,1630333434671,"{'ops': [{'retain': 1077}, {'insert': 's'}]}",,,1078,[],1,1,5,30,0.75,1,0,1,533
text-insert,user,1630333434807,"{'ops': [{'retain': 1078}, {'insert': ' '}]}",,,1079,[],1,1,5,30,0.75,1,0,1,534
text-insert,user,1630333435346,"{'ops': [{'retain': 1079}, {'insert': 'y'}]}",,,1080,[],1,1,5,30,0.75,1,0,1,535
text-insert,user,1630333435439,"{'ops': [{'retain': 1080}, {'insert': 'o'}]}",,,1081,[],1,1,5,30,0.75,1,0,1,536
text-insert,user,1630333435577,"{'ops': [{'retain': 1081}, {'insert': 'u'}]}",,,1082,[],1,1,5,30,0.75,1,0,1,537
text-insert,user,1630333443890,"{'ops': [{'retain': 1082}, {'insert': ','}]}",,,1083,[],1,1,5,30,0.75,1,0,1,538
text-insert,user,1630333444028,"{'ops': [{'retain': 1083}, {'insert': ' '}]}",,,1084,[],1,1,5,30,0.75,1,0,1,539
suggestion-get,user,1630333445163,,,,1084,[],1,1,5,30,0.75,1,0,1,540
suggestion-open,api,1630333447136,,,,1084,"[{'index': 0, 'original': ""and you're offered a drink."", 'trimmed': ""and you're offered a drink."", 'probability': 1.2079199754828832e-22}, {'index': 1, 'original': 'and hands you a file.', 'trimmed': 'and hands you a file.', 'probability': 1.1024526774885175e-14}, {'index': 2, 'original': 'hands you a pen and an envelope.', 'trimmed': 'hands you a pen and an envelope.', 'probability': 6.755304507569187e-17}, {'index': 3, 'original': 'and whispers ""The Presidency.', 'trimmed': 'and whispers ""The Presidency.', 'probability': 4.5274592866102256e-20}, {'index': 4, 'original': 'sits down, and begins to explain the situation.', 'trimmed': 'sits down, and begins to explain the situation.', 'probability': 6.980382829217676e-21}]",0,1,5,30,0.75,1,0,1,541
suggestion-down,user,1630333469741,,,,1084,[],1,1,5,30,0.75,1,0,1,542
suggestion-down,user,1630333469894,,,,1084,[],2,1,5,30,0.75,1,0,1,543
suggestion-down,user,1630333470036,,,,1084,[],3,1,5,30,0.75,1,0,1,544
suggestion-down,user,1630333470338,,,,1084,[],4,1,5,30,0.75,1,0,1,545
suggestion-select,user,1630333470957,,,,1084,[],4,4,5,30,0.75,1,0,1,546
suggestion-close,api,1630333470957,,,,1084,[],4,4,5,30,0.75,1,0,1,547
text-insert,api,1630333470965,"{'ops': [{'retain': 1084}, {'insert': 'sits down, and begins to explain the situation.'}]}",,,1131,[],4,4,5,30,0.75,1,0,1,548
text-insert,user,1630333471979,"{'ops': [{'retain': 1131}, {'insert': ' '}]}",,,1132,[],4,4,5,30,0.75,1,0,1,549
text-insert,user,1630333472109,"{'ops': [{'retain': 1132}, {'insert': ' '}]}",,,1133,[],4,4,5,30,0.75,1,0,1,550
text-insert,user,1630333476037,"{'ops': [{'retain': 1133}, {'insert': 'T'}]}",,,1134,[],4,4,5,30,0.75,1,0,1,551
text-insert,user,1630333476234,"{'ops': [{'retain': 1134}, {'insert': 'h'}]}",,,1135,[],4,4,5,30,0.75,1,0,1,552
text-insert,user,1630333476637,"{'ops': [{'retain': 1135}, {'insert': 'i'}]}",,,1136,[],4,4,5,30,0.75,1,0,1,553
text-insert,user,1630333476834,"{'ops': [{'retain': 1136}, {'insert': 's'}]}",,,1137,[],4,4,5,30,0.75,1,0,1,554
text-insert,user,1630333476915,"{'ops': [{'retain': 1137}, {'insert': ' '}]}",,,1138,[],4,4,5,30,0.75,1,0,1,555
text-insert,user,1630333478619,"{'ops': [{'retain': 1138}, {'insert': 'w'}]}",,,1139,[],4,4,5,30,0.75,1,0,1,556
text-insert,user,1630333478806,"{'ops': [{'retain': 1139}, {'insert': 'a'}]}",,,1140,[],4,4,5,30,0.75,1,0,1,557
text-insert,user,1630333478901,"{'ops': [{'retain': 1140}, {'insert': 's'}]}",,,1141,[],4,4,5,30,0.75,1,0,1,558
text-insert,user,1630333479067,"{'ops': [{'retain': 1141}, {'insert': ' '}]}",,,1142,[],4,4,5,30,0.75,1,0,1,559
text-insert,user,1630333479317,"{'ops': [{'retain': 1142}, {'insert': 'j'}]}",,,1143,[],4,4,5,30,0.75,1,0,1,560
text-insert,user,1630333479466,"{'ops': [{'retain': 1143}, {'insert': 'u'}]}",,,1144,[],4,4,5,30,0.75,1,0,1,561
text-insert,user,1630333479664,"{'ops': [{'retain': 1144}, {'insert': 's'}]}",,,1145,[],4,4,5,30,0.75,1,0,1,562
text-insert,user,1630333479739,"{'ops': [{'retain': 1145}, {'insert': 't'}]}",,,1146,[],4,4,5,30,0.75,1,0,1,563
text-insert,user,1630333479909,"{'ops': [{'retain': 1146}, {'insert': ' '}]}",,,1147,[],4,4,5,30,0.75,1,0,1,564
text-insert,user,1630333480067,"{'ops': [{'retain': 1147}, {'insert': 'a'}]}",,,1148,[],4,4,5,30,0.75,1,0,1,565
text-insert,user,1630333480150,"{'ops': [{'retain': 1148}, {'insert': ' '}]}",,,1149,[],4,4,5,30,0.75,1,0,1,566
text-insert,user,1630333480508,"{'ops': [{'retain': 1149}, {'insert': 'd'}]}",,,1150,[],4,4,5,30,0.75,1,0,1,567
text-insert,user,1630333480649,"{'ops': [{'retain': 1150}, {'insert': 'r'}]}",,,1151,[],4,4,5,30,0.75,1,0,1,568
text-insert,user,1630333480820,"{'ops': [{'retain': 1151}, {'insert': 'e'}]}",,,1152,[],4,4,5,30,0.75,1,0,1,569
text-insert,user,1630333480986,"{'ops': [{'retain': 1152}, {'insert': 's'}]}",,,1153,[],4,4,5,30,0.75,1,0,1,570
text-insert,user,1630333481142,"{'ops': [{'retain': 1153}, {'insert': 's'}]}",,,1154,[],4,4,5,30,0.75,1,0,1,571
text-insert,user,1630333481236,"{'ops': [{'retain': 1154}, {'insert': ' '}]}",,,1155,[],4,4,5,30,0.75,1,0,1,572
text-insert,user,1630333481965,"{'ops': [{'retain': 1155}, {'insert': 'r'}]}",,,1156,[],4,4,5,30,0.75,1,0,1,573
text-insert,user,1630333482092,"{'ops': [{'retain': 1156}, {'insert': 'e'}]}",,,1157,[],4,4,5,30,0.75,1,0,1,574
text-insert,user,1630333482535,"{'ops': [{'retain': 1157}, {'insert': 'h'}]}",,,1158,[],4,4,5,30,0.75,1,0,1,575
text-insert,user,1630333485041,"{'ops': [{'retain': 1158}, {'insert': 'r'}]}",,,1159,[],4,4,5,30,0.75,1,0,1,576
text-insert,user,1630333485222,"{'ops': [{'retain': 1159}, {'insert': 'e'}]}",,,1160,[],4,4,5,30,0.75,1,0,1,577
text-insert,user,1630333485494,"{'ops': [{'retain': 1160}, {'insert': 's'}]}",,,1161,[],4,4,5,30,0.75,1,0,1,578
text-insert,user,1630333485609,"{'ops': [{'retain': 1161}, {'insert': 'a'}]}",,,1162,[],4,4,5,30,0.75,1,0,1,579
text-insert,user,1630333486171,"{'ops': [{'retain': 1162}, {'insert': 'l'}]}",,,1163,[],4,4,5,30,0.75,1,0,1,580
text-insert,user,1630333487232,"{'ops': [{'retain': 1163}, {'insert': ','}]}",,,1164,[],4,4,5,30,0.75,1,0,1,581
text-insert,user,1630333487437,"{'ops': [{'retain': 1164}, {'insert': ' '}]}",,,1165,[],4,4,5,30,0.75,1,0,1,582
cursor-backward,user,1630333489606,,"{'index': 1159, 'length': 0}",,1159,[],4,4,5,30,0.75,1,0,1,583
cursor-select,user,1630333489611,,"{'index': 1155, 'length': 8}",,1155,[],4,4,5,30,0.75,1,0,1,584
cursor-forward,user,1630333493302,,"{'index': 1158, 'length': 0}",,1158,[],4,4,5,30,0.75,1,0,1,585
text-insert,user,1630333493859,"{'ops': [{'retain': 1158}, {'insert': 'e'}]}",,,1159,[],4,4,5,30,0.75,1,0,1,586
